region	dm_method	lag	models_params	predictors_dict	selected_predictors	accuracy. mean	recall. mean	fscore. mean	accuracy. std	recall. std	fscore. std	K-Fscores	nb_predictors
FrontoParietal.LPFC_L	mi_rank	6	{'random_state': 5, 'n_estimators': 200, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Pupil_area_P', 'Head_Rx_I', 'IPU_P', 'Saccades_P', 'Face_looks_P', 'SpeechRate_I', 'Head_T_movement_quantity_I', 'IPU_I', 'Head_Tz_I', 'Head_Ry_I', 'Blinks_P', 'disc_IPU_P', 'Angry_I']	['Head_Ry_I_t4', 'SpeechRate_I_t4', 'Angry_I_t6', 'Head_T_movement_quantity_I_t3', 'Head_Rx_I_t5', 'Blinks_P_t6', 'IPU_I_t4', 'Face_looks_P_t4', 'Head_Ry_I_t3', 'Head_Tz_I_t6', 'Face_looks_P_t5', 'IPU_I_t3', 'Saccades_P_t6', 'IPU_P_t4', 'Face_looks_P_t3', 'disc_IPU_P_t3', 'Face_looks_P_t6', 'IPU_P_t3', 'Pupil_area_P_t4', 'Pupil_area_P_t5', 'Pupil_area_P_t3', 'Pupil_area_P_t6']	0.5321418029508752	0.63	0.56	0.025838917188461617	0.1276073073824217	0.04374831210343084	0.505514444611939,0.6148409428673552,0.6154707616360264,0.5642194089451854,0.5135407722225058,0.5457155791243614,0.6329105291871249,0.536702979079866,0.5499551546723226	13
FrontoParietal.LPFC_R	mi_rank	6	{'random_state': 5, 'n_estimators': 50, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Saccades_P', 'AUs_mouth_I', 'AU_all_I', 'Pupil_area_P', 'Blinks_P']	['Saccades_P_t6', 'AUs_mouth_I_t5', 'Saccades_P_t3', 'AU_all_I_t6', 'Blinks_P_t4', 'Blinks_P_t5', 'Blinks_P_t3', 'AUs_mouth_I_t6', 'Pupil_area_P_t4', 'Pupil_area_P_t6', 'Pupil_area_P_t3', 'Pupil_area_P_t5']	0.5236644868390631	0.79	0.54	0.023415314238398727	0.11181365655285984	0.07685080258010119	0.47527392099015714,0.4740866169858293,0.7123660449276721,0.5953472925813351,0.552159038395811,0.5422258892803127,0.43658687149122527,0.5410639933155841,0.5074443153191319	5
FrontoParietal.PPC_L	mi_rank	6	{'random_state': 5, 'n_estimators': 50, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Pupil_area_P']	['Pupil_area_P_t5', 'Pupil_area_P_t4']	0.49953688989575	0.75	0.55	0.0298196678193159	0.06226447771326093	0.030399963577928468	0.5148921762495993,0.5228250747015086,0.5193047909323656,0.5520884400431415,0.5391168719359131,0.5477085114129956,0.5428737305233208,0.5776258959504641,0.6170264808070621	1
FrontoParietal.PPC_R	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_P', 'Face_looks_P', 'disc_IPU_P', 'Mouth_looks_P']	['IPU_P_t5', 'Mouth_looks_P_t6', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'Face_looks_P_t3', 'Face_looks_P_t5', 'Mouth_looks_P_t5', 'IPU_P_t3', 'IPU_P_t4', 'Face_looks_P_t4', 'Mouth_looks_P_t4', 'Mouth_looks_P_t3']	0.5331250329944024	0.62	0.57	0.018893256982973592	0.08777365148244913	0.0476552248107289	0.5449801580158676,0.5792953447977335,0.5210203751044835,0.545566112406807,0.5509926205320438,0.5575265522859147,0.5392389876281888,0.6883278655911814,0.6055934865331571	4
Language.IFG_L	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['AU_all_I', 'Smiles_I', 'AUs_mouth_I', 'Pupil_area_P', 'AU_eyes_I']	['Smiles_I_t4', 'AU_eyes_I_t6', 'Smiles_I_t3', 'AUs_mouth_I_t4', 'AU_all_I_t5', 'AUs_mouth_I_t5', 'AUs_mouth_I_t6', 'AU_all_I_t6', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t3', 'Pupil_area_P_t4']	0.5217648350396666	0.74	0.57	0.01753241839060306	0.10177712725294127	0.038809851973931095	0.598608850968454,0.5577043775747657,0.5018891235922055,0.5989625131553692,0.5382743576500426,0.6205759415769704,0.5207873665320473,0.5925718981958595,0.5948233492098528	5
Language.IFG_R	k_medoids	6	{'random_state': 5, 'n_estimators': 200, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Pupil_area_P', 'Feedbacks_I', 'Feedbacks_P', 'IPU_P', 'AUs_mouth_I']	['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'Pupil_area_P_t6', 'Feedbacks_P_t6', 'Feedbacks_I_t5', 'AUs_mouth_I_t6']	0.537125344777622	0.71	0.58	0.01753689422299286	0.1403994479179334	0.06373309907846685	0.6013450144111423,0.5303883189136807,0.4734042553191489,0.7060209337255108,0.5672614962251201,0.632317431943969,0.5460299319558878,0.5919933390311132,0.5312472316248856	5
Language.pSTG_L	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Feedbacks_P', 'TypeTokenRatio_I', 'IPU_P', 'IPU_I', 'SpeechRate_I', 'UnionSocioItems_P', 'TypeTokenRatio_P']	['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3', 'IPU_I_t4', 'IPU_I_t3', 'Feedbacks_P_t6', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t5', 'UnionSocioItems_P_t4', 'TypeTokenRatio_P_t3', 'TypeTokenRatio_I_t3', 'SpeechRate_I_t4', 'SpeechRate_I_t3']	0.6105278385756073	0.67	0.63	0.03527299426376273	0.06705426375744196	0.036845358931247886	0.6522786717969026,0.6453127951505161,0.6002217354453759,0.5668725125138735,0.6919163255316204,0.596152669264193,0.5915748147341987,0.6386957733099766,0.6463558872213816	7
Language.pSTG_R	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Blinks_P', 'IPU_I', 'disc_IPU_P', 'Mouth_looks_P', 'Saccades_P', 'Pupil_area_P', 'IPU_P', 'Face_looks_P', 'disc_IPU_I']	['Saccades_P_t4', 'Pupil_area_P_t6', 'Mouth_looks_P_t3', 'Pupil_area_P_t5', 'Blinks_P_t3', 'disc_IPU_P_t5', 'Pupil_area_P_t4', 'Saccades_P_t3', 'Face_looks_P_t6', 'Pupil_area_P_t3', 'IPU_P_t5', 'Face_looks_P_t5', 'disc_IPU_P_t4', 'disc_IPU_I_t4', 'IPU_I_t4', 'Face_looks_P_t4', 'disc_IPU_P_t3', 'Face_looks_P_t3', 'IPU_P_t4', 'disc_IPU_I_t3', 'IPU_I_t3', 'IPU_P_t3']	0.6060473301950687	0.74	0.63	0.028257255052514724	0.05344950959594068	0.034677345174378635	0.7042251387420126,0.6201948683517765,0.5884889950529726,0.6379132093736829,0.608734745504936,0.6585838977599309,0.5959295830394773,0.59673294700339,0.6275050715368938	9
Salience.ACC	mi_rank	6	{'random_state': 5, 'n_estimators': 200, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['TypeTokenRatio_P', 'IPU_P', 'IPU_I', 'disc_IPU_P', 'Face_looks_P', 'disc_IPU_I']	['Face_looks_P_t4', 'TypeTokenRatio_P_t3', 'IPU_I_t5', 'Face_looks_P_t3', 'disc_IPU_P_t4', 'disc_IPU_I_t4', 'IPU_P_t4', 'disc_IPU_I_t3', 'disc_IPU_P_t3', 'IPU_I_t4', 'IPU_P_t3', 'IPU_I_t3']	0.6033294440245307	0.7	0.63	0.030833979006131808	0.0595474172348755	0.02473287272563736	0.6703064891739186,0.588087669106016,0.6218846572845104,0.6289970860374228,0.599290780141844,0.6330804742948178,0.6334173991519242,0.6622079054171766,0.6216744345411039	6
Salience.AInsula_L	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['LexicalRichness_P', 'IPU_P', 'disc_IPU_P', 'ReactionTime_I', 'Overlap_I', 'ReactionTime_P', 'IPU_I', 'disc_IPU_I', 'Discourses_I', 'Feedbacks_P', 'Subjectivity_I', 'Neutral_I', 'SpeechRate_P', 'TypeTokenRatio_I']	['Feedbacks_P_t6', 'Feedbacks_P_t5', 'SpeechRate_P_t5', 'SpeechRate_P_t4', 'SpeechRate_P_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'ReactionTime_P_t6', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'TypeTokenRatio_I_t5', 'Subjectivity_I_t5', 'disc_IPU_I_t3', 'ReactionTime_P_t3', 'ReactionTime_I_t6', 'Neutral_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'Overlap_I_t4', 'Discourses_I_t6', 'Discourses_I_t5', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4']	0.5547083536044936	0.66	0.59	0.01616874987092404	0.04058763023373866	0.03390849621792063	0.5722265789290929,0.5310218741069804,0.6016629487591693,0.6062698053417835,0.6208641753140773,0.6295664229361632,0.5894384397374507,0.5902236053531809,0.5282191032545478	14
Salience.AInsula_R	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['AU_eyes_I', 'Discourses_I', 'Subjectivity_I', 'SpeechRate_I', 'AUs_mouth_I', 'Feedbacks_P', 'disc_IPU_I', 'TypeTokenRatio_I', 'disc_IPU_P', 'ReactionTime_I', 'Polarity_I', 'Direct_gaze_I', 'IPU_P', 'ReactionTime_P', 'IPU_I', 'LexicalRichness_P', 'Smiles_I', 'SpeechRate_P']	['Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'SpeechRate_P_t6', 'SpeechRate_I_t4', 'Smiles_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'ReactionTime_P_t4', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'TypeTokenRatio_I_t5', 'Subjectivity_I_t5', 'disc_IPU_I_t3', 'ReactionTime_P_t3', 'ReactionTime_I_t4', 'Polarity_I_t4', 'Direct_gaze_I_t6', 'LexicalRichness_P_t6', 'LexicalRichness_P_t4', 'Discourses_I_t6', 'Discourses_I_t5', 'TypeTokenRatio_I_t3', 'Subjectivity_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4']	0.5333934373914618	0.64	0.57	0.061248244848673784	0.14844538457209278	0.07970942418042241	0.5371749134298417,0.37758487492470466,0.5390044973944174,0.610996852565716,0.6013380328150192,0.6847792106291521,0.5700209092684947,0.6162927859514595,0.5519454840854495	18
Salience.RPFC_L	mi_rank	6	{'random_state': 5, 'n_estimators': 200, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Pupil_area_P', 'Face_looks_P', 'Saccades_P', 'disc_IPU_I', 'IPU_I']	['Face_looks_P_t5', 'Saccades_P_t4', 'Saccades_P_t6', 'disc_IPU_I_t4', 'IPU_I_t5', 'disc_IPU_I_t3', 'IPU_I_t3', 'IPU_I_t4', 'Pupil_area_P_t3', 'Pupil_area_P_t5', 'Pupil_area_P_t6', 'Pupil_area_P_t4']	0.5465170178353869	0.74	0.61	0.027595860363670212	0.07707955362905353	0.0672716049537953	0.6568620676757924,0.6224483598778363,0.5594914048297448,0.6681555893864608,0.5212210205569252,0.6328177113704783,0.5919137963711084,0.7276911033750941,0.5106796385079895	5
Salience.RPFC_R	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['TypeTokenRatio_I', 'ReactionTime_P', 'Subjectivity_I', 'Feedbacks_P', 'disc_IPU_I', 'SpeechRate_I', 'Pupil_area_P', 'IPU_I', 'ReactionTime_I', 'Angry_I', 'Polarity_P', 'Overlap_I', 'IPU_P', 'Discourses_I', 'LexicalRichness_P', 'disc_IPU_P', 'SpeechRate_P']	['Feedbacks_P_t6', 'Feedbacks_P_t3', 'SpeechRate_P_t4', 'SpeechRate_I_t3', 'IPU_P_t6', 'IPU_P_t4', 'IPU_P_t3', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'Polarity_P_t4', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'IPU_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'TypeTokenRatio_I_t5', 'Subjectivity_I_t5', 'disc_IPU_I_t3', 'ReactionTime_P_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t3', 'Overlap_I_t5', 'Discourses_I_t6', 'Discourses_I_t5', 'Angry_I_t6', 'Angry_I_t4', 'TypeTokenRatio_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'TypeTokenRatio_I_t6', 'TypeTokenRatio_I_t4', 'Subjectivity_I_t4']	0.5467580128472054	0.7	0.58	0.03442934332962342	0.09278686218636308	0.051527350955335664	0.6447886336772879,0.5512735195747639,0.5114253039259096,0.5977556039058699,0.49661585367322825,0.5807464387655527,0.6138565737485285,0.654688376319582,0.5666765820280957	17
Salience.SMG_L	model_rank	6	{'random_state': 5, 'n_estimators': 100, 'max_features': 'auto', 'max_depth': 50, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Gaze_movement_quantity_P', 'Pupil_area_P']	['Gaze_movement_quantity_P_t4', 'Pupil_area_P_t6']	0.5087336141889467	0.69	0.54	0.013994933144635926	0.054390583923032816	0.04831078050443517	0.5547988011629272,0.5392723492136823,0.6096941979969027,0.5638558235168587,0.5799101808273159,0.4789037292809936,0.47006865006011467,0.5600225067325052,0.47024863195217975	2
Salience.SMG_R	mi_rank	6	{'random_state': 5, 'n_estimators': 10, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Pupil_area_P']	['Pupil_area_P_t5', 'Pupil_area_P_t6']	0.5169061840582839	0.67	0.54	0.021410996672953927	0.15436710803646975	0.03411571017776975	0.5603935728375217,0.5481687469012051,0.4985499538121146,0.5831793088303446,0.5531169432793058,0.5554571029698793,0.5052049509870352,0.5793103092185493,0.48301471565982695	1
