region	dm_method	lag	models_params	predictors_dict	selected_predictors	accuracy. mean	recall. mean	fscore. mean	accuracy. std	recall. std	fscore. std	K-Fscores	nb_predictors
Salience.ACC	mi_rank	6	{'random_state': 5, 'n_estimators': 10, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['disc_IPU_I', 'IPU_I']	['disc_IPU_I_t3', 'IPU_I_t3']	0.5772768086185929	0.72	0.61	0.02288621366183197	0.052807350549928266	0.0166252847971283	0.6141729993270549,0.5972067132773334,0.6001250216632005,0.6236153234228439,0.6462757022825243,0.597309355730904,0.5888390992719679,0.6198708842542681,0.6139830563463554	2
Salience.AInsula_L	mi_rank	6	{'random_state': 5, 'n_estimators': 5, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['AU_eyes_I', 'Pupil_area_P', 'AU_all_I']	['Pupil_area_P_t5', 'AU_all_I_t3', 'Pupil_area_P_t6', 'Pupil_area_P_t4', 'AU_all_I_t6', 'AU_all_I_t4', 'Pupil_area_P_t3', 'AU_all_I_t5', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t6', 'AU_eyes_I_t3']	0.5133972650267293	0.7	0.54	0.0240686566250498	0.12561104354892993	0.06343599283161361	0.6175664732950017,0.5282086015095869,0.5371707485728349,0.5105749173738436,0.5606000225149161,0.516586710694371,0.6442672657427038,0.48086233841727816,0.42147271290704896	3
Salience.AInsula_R	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_P']	['IPU_P_t6', 'IPU_P_t4', 'IPU_P_t3']	0.5291250469201025	0.62	0.55	0.02239895849331283	0.06454447618281761	0.02225868440031929	0.5141944692649812,0.5738079675028488,0.5587954249467736,0.5445176271160402,0.5792501464156711,0.5352656343940102,0.5763387448400069,0.5245990942571841,0.5612864800476475	1
Salience.RPFC_L	mi_rank	6	{'random_state': 5, 'n_estimators': 50, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_I']	['IPU_I_t4', 'IPU_I_t3']	0.5660341918626131	0.68	0.61	0.020832632028899137	0.06682789832187445	0.05578086758732143	0.6284757242951541,0.5788375822732815,0.555597275123938,0.5642022546370982,0.654569432361136,0.731114194344641,0.5622146684252377,0.5621652490350575,0.6314075938745544	1
Salience.RPFC_R	model_rank	6	{'random_state': 5, 'n_estimators': 50, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['AU_eyes_I', 'AUs_mouth_I', 'AU_all_I', 'Pupil_area_P']	['AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'AUs_mouth_I_t3', 'AU_eyes_I_t6', 'AU_eyes_I_t5', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'AU_all_I_t6', 'AU_all_I_t5', 'AU_all_I_t4', 'AU_all_I_t3', 'Pupil_area_P_t3']	0.5031174212913639	0.81	0.55	0.022030276224667588	0.08195429204869628	0.1040391731953454	0.4614606019735424,0.4671224657926786,0.6404253661780223,0.5952470538758955,0.5318745372831761,0.7498459551801642,0.5379066713574239,0.5679434550059559,0.371593896328816	4
Salience.SMG_L	k_medoids	6	{'random_state': 5, 'n_estimators': 5, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['disc_IPU_P', 'Smiles_I', 'IPU_P', 'IPU_I']	['IPU_P_t6', 'IPU_P_t5', 'disc_IPU_P_t5', 'Smiles_I_t6', 'IPU_P_t4', 'disc_IPU_P_t4', 'IPU_I_t5', 'Smiles_I_t4', 'Smiles_I_t3']	0.5143363213063897	0.65	0.55	0.014690195058393718	0.05646668455248351	0.0429400785276792	0.48775251303916445,0.6026486297537411,0.5929240369493238,0.5776265306005683,0.5527692131451435,0.4789420876665253,0.5280016219901884,0.5313092979127135,0.5882464056958898	4
Salience.SMG_R	k_medoids	6	{'random_state': 5, 'n_estimators': 200, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['AUs_mouth_I', 'Saccades_P', 'Feedbacks_P', 'IPU_I', 'ReactionTime_P', 'UnionSocioItems_P', 'Blinks_P', 'disc_IPU_P', 'Feedbacks_I', 'disc_IPU_I', 'IPU_P', 'Smiles_I', 'ReactionTime_I', 'AU_eyes_I', 'Happy_I']	['AU_eyes_I_t5', 'IPU_I_t4', 'disc_IPU_I_t4', 'Smiles_I_t6', 'Smiles_I_t5', 'IPU_P_t3', 'IPU_I_t6', 'disc_IPU_I_t6', 'IPU_I_t5', 'IPU_I_t3', 'disc_IPU_I_t3', 'AU_eyes_I_t6', 'ReactionTime_P_t6', 'UnionSocioItems_P_t5', 'ReactionTime_P_t5', 'UnionSocioItems_P_t4', 'UnionSocioItems_P_t3', 'Saccades_P_t3', 'Blinks_P_t6', 'ReactionTime_P_t3', 'UnionSocioItems_P_t6', 'Feedbacks_P_t4', 'AU_eyes_I_t3', 'IPU_P_t6', 'disc_IPU_P_t4', 'disc_IPU_P_t3', 'IPU_P_t4', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'ReactionTime_I_t4', 'disc_IPU_P_t6', 'Happy_I_t6', 'Happy_I_t3', 'AUs_mouth_I_t6', 'AUs_mouth_I_t5', 'Feedbacks_P_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_I_t4', 'Feedbacks_I_t3']	0.5298419841204088	0.63	0.55	0.0250944735935268	0.11707323326222152	0.04730240885756984	0.47358393395057036,0.6610290821998281,0.5591188708206312,0.5234054064165045,0.5525380750028731,0.528106506682951,0.5379806787578018,0.5300965609289157,0.5640939045194364	15
SensoriMotor.Lateral_L	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_P']	['IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'IPU_P_t3']	0.593720040603296	0.66	0.62	0.020641454057781443	0.07740145738328566	0.031176361880449182	0.6271180395431012,0.5864043898798497,0.6602012574871001,0.5781779059755833,0.6003446194488328,0.6423940535564658,0.5773494912724813,0.6121381234740146,0.6597424954454514	1
SensoriMotor.Lateral_R	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_P']	['IPU_P_t4', 'IPU_P_t3']	0.5962352398826455	0.65	0.62	0.03815989347986419	0.08179481432538961	0.04274080760772548	0.5611167147428595,0.5426332189602424,0.6231475893089713,0.6643662160105954,0.6456348545821868,0.645077387055064,0.6210246766486954,0.5826845517834962,0.669005323989896	1
SensoriMotor.Superior	k_medoids	6	{'random_state': 5, 'n_estimators': 10, 'max_features': 'auto', 'max_depth': 1000, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['disc_IPU_I', 'Blinks_P', 'disc_IPU_P', 'Pupil_area_P', 'IPU_I', 'Overlap_I', 'IPU_P', 'Sad_I', 'UnionSocioItems_P']	['IPU_P_t6', 'disc_IPU_P_t6', 'Overlap_I_t4', 'Overlap_I_t3', 'Sad_I_t4', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'IPU_P_t4', 'IPU_P_t3', 'disc_IPU_P_t3', 'UnionSocioItems_P_t3', 'IPU_I_t5', 'disc_IPU_I_t5', 'Blinks_P_t4', 'Pupil_area_P_t6', 'Pupil_area_P_t5']	0.5086086302208684	0.71	0.55	0.015214607863211403	0.05714908459430194	0.05131971030297077	0.6115410720823817,0.6105548551159112,0.5355536476080599,0.560624962611418,0.5191523432337782,0.5683950324910407,0.5146472680195615,0.5664837213336876,0.43509587909495695	9
Visual.Lateral_L	mi_rank	6	{'random_state': 5, 'n_estimators': 5, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Blinks_P']	['Blinks_P_t4', 'Blinks_P_t3']	0.5249794439802525	0.81	0.57	0.04818965715407522	0.15001994062065105	0.06176103619090423	0.5411849746654519,0.557801308494513,0.5527282313841366,0.6582767345116849,0.5485230296321069,0.6206212052757021,0.45603464076246325,0.6505380090047093,0.5166494579246256	1
Visual.Lateral_R	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_P', 'disc_IPU_P']	['disc_IPU_P_t4', 'IPU_P_t4']	0.5598044248192484	0.71	0.58	0.01889997673553999	0.05041781371241761	0.043335150598604544	0.6821549535789794,0.6060096398882684,0.5513753017392213,0.5601179555040119,0.5868775220102714,0.5509559364790305,0.5250652516646169,0.5995213687896584,0.6024827040745375	2
Visual.Medial	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Face_looks_P', 'Saccades_P', 'Pupil_area_P', 'AU_all_I', 'IPU_I']	['AU_all_I_t5', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'AU_all_I_t4', 'IPU_I_t3', 'AU_all_I_t3', 'Pupil_area_P_t3', 'Pupil_area_P_t4', 'Saccades_P_t4', 'Face_looks_P_t4', 'Saccades_P_t3', 'Face_looks_P_t3']	0.6123219852346421	0.69	0.63	0.07095818471168022	0.09728723090639056	0.06023430135022403	0.6752649500322373,0.6685913804426799,0.6771581222453542,0.49638974739277997,0.629769923327949,0.5846897043642828,0.583716991642366,0.6824448816281115,0.6757787174493014	5
